編號,客家語,客語標音,華語詞義,例句,翻譯,備註,詞性1,詞性2,分類
4-1,掩等,amˊ denˊ/nenˊ,隱瞞、藏匿,事情分佢掩等，全無人知。,事情被他隱瞞，都沒人知道。,,動詞,,4外在活動與動作
4-2,拗,auˊ ,摘取、折斷；折彎,"去山肚拗竹筍
拗手彎","去山上摘竹筍
比腕力",,動詞,,4外在活動與動作
4-3,拔,badˋ/padˋ ,披掛,拔衫褲、面帕拔等,披掛衣服、毛巾披著,,動詞,,4外在活動與動作
4-4,擘,bag,剝開；張開（眼、嘴）,"無睡飽，目珠擘毋開。
摎柑仔擘開來","沒睡飽，眼睛睜不開。
把橘子剝開來",,動詞,,4外在活動與動作
4-5,擘嘴,bag zhoiˇ ,打哈欠,𠊎下晝無歇睏，這下精神毋好，緊擘嘴。,我下午沒休息，現在精神不好，一直打哈欠。,,動詞,,4外在活動與動作
4-6,扳,banˋ ,扶,"扳等這，較穩。
你斯愛扳好勢來。","扶著這個，比較穩。
你可要扶好。",,動詞,,4外在活動與動作
4-7,挷,bangˋ ,拔,去田肚挷菜頭。,去田裡拔蘿蔔。,,動詞,,4外在活動與動作
4-8,逼,bed,逼,佢分債務逼到無路好行,他被債務逼到走投無路,,動詞,,4外在活動與動作
4-9,凴,benˇ /pen+,（身體）靠著,凴等睡，會較好睡。,靠著睡，會比較好睡。,,動詞,,4外在活動與動作
4-10,飆,biauˋ ,疾奔、猛衝,老弟當牛，長下對樓梯飆啊下。,弟弟很頑皮，常常從樓梯衝下來。,,動詞,,4外在活動與動作
4-11,抨（擗）,biangˋ (biagˋ ),以手掌橫向拍打,佢亂講話，分阿姆抨嘴角。,他亂講話，被媽媽搧嘴角。,,動詞,,4外在活動與動作
4-12,揙,bienˊ ,翻；翻找,"佢尋毋着身分證，在間肚緊揙。
你在該揙麼个東西?","他找不到身分證，在房間裡一直翻找。
你在那兒翻找什麼東西？",,動詞,,4外在活動與動作
4-13,保養,boˊ rhongˋ ,保養,"佢摎車仔牽去保養。
身體保養好，哪斯做得去。","他把車子牽去保養。
身體保養好，哪裡都可以去。",,動詞,,4外在活動與動作
4-14,㗘,bogˋ ,吸的動作（用於抽菸）,菸毋係好東西，少㗘兜仔。,菸不是好東西，少抽一點。,,動詞,,4外在活動與動作
4-15,㗘菸,bogˋ rhanˋ ,抽菸（吸菸）,毋好緊㗘菸，對肺毋好。,不要一直抽菸，對肺不好。,,動詞,,4外在活動與動作
4-16,剝,bog,剝,時鐘剝下來鬥電池。,時鐘拿下來裝電池。,,動詞,,4外在活動與動作
4-17,傍,bongˊ ,配食,桌頂除忒醃瓜仔，無麼个菜好傍。,桌上除了醃瓜，沒什麼菜好配。,,動詞,,4外在活動與動作
4-18,傍飯,bongˊ pon+,配飯吃,這傍飯食，做得划三碗飯。,這配飯吃，可以扒三碗飯。,,動詞,,4外在活動與動作
4-19,布置,buˇ zhiˇ ,布置,布置教室,布置教室,,動詞,,4外在活動與動作
4-20,查,ca,查詢、調查,"毋曉个字，做得自家查字典。
這案仔查恁久還係查毋出。","不會的字，可以自己查字典。
這案件調查那麼久還是查不出來。",,動詞,,4外在活動與動作
4-21,搽,ca,擦、塗抹,搽粉化妝,抹粉化妝,,動詞,,4外在活動與動作
4-22,採,caiˊ ,採,採茶,採茶,,動詞,,4外在活動與動作
4-23,剷,canˊ ,以工具割除或削平,擎钁頭剷草。,拿鋤頭除草。,,動詞,,4外在活動與動作
4-24,噍,ciau+,咀嚼,"豬腸韌韌，噍毋得綿。
對後生就噍檳榔，這下牙齒壞淨淨咧。","豬腸有嚼勁，嚼不爛。
從年輕就嚼檳榔，現在牙齒壞光光了。",,動詞,,4外在活動與動作
4-25,飼,ci+ ,餵食,食飯還愛監人飼，還見笑。,吃飯還要要求別人餵，真丟臉。,,動詞,,4外在活動與動作
4-26,試,chiˇ ,試,你做得試食看啊，無定著當好食。,你可以試吃看看啊，說不定很好吃。,,動詞,,4外在活動與動作
4-27,試看,chiˇ konˇ ,試試看、嘗試,"無你就試看啊咧！
面前有吊橋，你試看啊看敢行無？","不然你就試試看啊！
前面有吊橋，你試試看看敢過嗎？",,動詞,,4外在活動與動作
4-28,飼飯,ci+ pon+,餵飯,飼飯分老妹食,餵飯給妹妹吃,,動詞,,4外在活動與動作
4-29,自殺,cii+ sad,自殺,自殺係無法度解決問題个。,自殺是沒辦法解決問題的。,,動詞,,4外在活動與動作
4-30,試著,chiˇ zhog,試穿,這身衫褲已好看，你做得試著看啊！,這套衣服很好看，你可以試穿看看啊！,,動詞,,4外在活動與動作
4-31,處理,chuˊ liˋ ,處理,當在該處理咧！過等五分鐘斯好。,正在處理了！再等五分鐘就好。,,動詞,,4外在活動與動作
4-32,抽,chiuˋ ,抽,"抽籤
抽水","抽籤
抽水",,動詞,,4外在活動與動作
4-33,打水,daˊ shuiˊ ,取水、汲水,阿婆去井頭打水。,祖母去井邊汲水。,,動詞,,4外在活動與動作
4-34,打壞,daˊ fai+,破壞,打壞規矩,破壞規矩,,動詞,,4外在活動與動作
4-35,打孔翹,daˊ kungˊ kiauˇ ,因不平穩而傾倒,你愛坐好，正毋會打孔翹。,你要坐好，才不會倒下來。,,動詞,,4外在活動與動作
4-36,釘,dangˇ ,釘,拿釘書機釘起來,拿釘書機釘起來,,動詞,,4外在活動與動作
4-37,貼,diab/dab,黏貼,壁頂貼等一張停水通知。,牆壁上貼著一張停水通知。,,動詞,,4外在活動與動作
4-38,扚,diagˋ ,點著；彈,摎電火扚著來。,把電燈打開。,,動詞,,4外在活動與動作
4-39,吊,diauˇ ,吊、懸掛,鎖匙在壁頂吊等，自家拿來用。,鑰匙在牆壁上掛著，自己拿來用。,,動詞,,4外在活動與動作
4-40,倒退,doˇ tuiˇ ,向後退、反轉之意,時間毋會倒退，事情過忒就算咧。,時間不會倒退，事情過了就算了。,,動詞,,4外在活動與動作
4-41,倒,doˊ ,傾倒,"今晡日輪到你倒垃圾。
摎這倒到汁桶。","今天輪到你倒垃圾。
把這倒到餿水桶。",,動詞,,4外在活動與動作
4-42,剁,dogˋ ,剁,"剁樵
剁雞肉盤","砍柴
剁白斬雞切盤",,動詞,,4外在活動與動作
4-43,對半,duiˇ banˇ ,從中分一半,對半破,從中剖一半,,副詞,,4外在活動與動作
4-44,追求,duiˋ kiu,追求,佢一生人都在該追求榮華富貴,他一輩子都在追求榮華富貴。,,動詞,,4外在活動與動作
4-45,頓腳,dunˊ giog,駐足,面前在迎神，俚頓腳看一下。,前面在迎神，我們駐足看一會兒。,,動詞,,4外在活動與動作
4-46,揰,dungˊ /dung,戳、頂,揰一隻空,戳一個洞,,動詞,,4外在活動與動作
4-47,化妝,faˇ zongˋ ,化妝,佢逐日都愛化妝。,她每天都要化妝。,,動詞,,4外在活動與動作
4-48,發出,fad chud,發出,這擺運動會總共發出600張邀請函。,這次運動會總共發出600張邀請函。,,動詞,,4外在活動與動作
4-49,服務,fugˋ muˇ /vuˇ ,服務,"做店員，對人客服務愛周到。
摎人服務","身為店員，對客人服務要周到。
替人服務",,動詞,,4外在活動與動作
4-50,鋸,giˇ ,鋸,鋸樹仔,鋸樹,,動詞,,4外在活動與動作
4-51,記載,giˇ zaiˇ ,記載,"歷史个記載
記載重要个事件","歷史的記載
記載重要的事件",,動詞,,4外在活動與動作
4-52,夾,giabˋ ,夾,手分門夾着,手被門夾到,,動詞,,4外在活動與動作
4-53,檢查,giamˊ ca,檢查,"愛詳細檢查
做健康檢查","要詳細檢查
做健康檢查",,動詞,,4外在活動與動作
4-54,解決,gaiˊ gied,解決,"這問題幾時會解決?
敢有解決个辦法?","這問題何時會解決？
有什麼解決的方法嗎？",,動詞,,4外在活動與動作
4-55,解說,gaiˊ shod ,說明,請先生解說一下。,請老師說明一下。,,動詞,,4外在活動與動作
4-56,解釋,gaiˊ shid,解釋,做得解釋分𠊎聽無?,可以解釋給我聽嗎？,,動詞,,4外在活動與動作
4-57,繫,gieˋ ,綁,褲帶愛繫緪來。,腰帶要繫緊。,,動詞,,4外在活動與動作
4-58,戒,gaiˇ ,戒、禁絕,"阿爸決定愛戒酒。
食菸對身體毋好，愛戒忒佢！","爸爸決定要戒酒。
抽菸對身體不好，要戒掉！",,動詞,,4外在活動與動作
4-59,揀食,ganˊ shidˋ ,挑食,這細人仔當揀食。,這小孩很挑食。,,動詞,,4外在活動與動作
4-60,叫,giauˇ ,蟲鳴鳥叫,蟬仔在樹頂叫。,蟬在樹上叫。,,動詞,,4外在活動與動作
4-61,噭眵,giauˇ zhiˋ ,哭泣,講佢兩句仔就噭眵，還見笑。,講他兩句就哭，真是丟臉。,,動詞,,4外在活動與動作
4-62,警告,ginˊ  goˇ ,警告,佢上課緊偷食糖仔。分先生警告幾下擺。,他上課一直偷吃糖果，被老師警告好幾次。,,動詞,,4外在活動與動作
4-63,救,giuˇ ,救,救生員跳落海裡肚救咧一個浸着个細人仔。,救生員跳進海裡救了一個溺水的小孩。,,動詞,,4外在活動與動作
4-64,追上追下（逐上逐下）,duiˋ shongˋ duiˋ haˋ (giug shongˋ giug haˋ ),追來追去,佢兜在巷仔肚追上追下，無注意嗄撞着人。,他們在巷子裡追來追去，不小心就撞到人。,,動詞,,4外在活動與動作
4-65,弓緪,giungˋ  hen,繃緊、拉緊,摎索仔弓緪兜，正毋會鬆開。,把繩子繃緊一點，才不會鬆開。,,動詞,,4外在活動與動作
4-66,膏,go,塗抹,膏藥仔,塗藥膏,,動詞,,4外在活動與動作
4-67,改,goiˊ /gaiˊ ,修改；批改,"
這寫毋著，遽遽改過。
先生逐日愛改當多字簿仔。","這寫錯，快點修改。
老師每天要批改很多作業簿。",,動詞,,4外在活動與動作
4-68,觀察,gonˋ cad,觀察,先生講佢个病還愛過觀察。,醫生說他的病還要再觀察。,,動詞,,4外在活動與動作
4-69,晃,gong,搖晃、擺動,吊燈分風吹啊去晃啊晃仔。,吊燈被風吹得搖搖晃晃。,,動詞,,4外在活動與動作
4-70,合,habˋ ,關閉；合攏,"佢笑着嘴就合毋密。
愛考試咧摎書合起來。","他笑到合不攏嘴。
要考試了把書合起來。",,動詞,,4外在活動與動作
4-71,掀,hienˋ ,掀開,大家摎書掀到下一頁。,大家把書翻到下一頁。,,動詞,,4外在活動與動作
4-72,學會,hogˋ fui+,學會,先生教个，你學會吂？,老師教的，你學會了沒？,,名詞,,4外在活動與動作
4-73,扡,rhaˊ ,抓；把（量詞）,"無洗手就扡來食，還屙糟。
一扡米","沒洗手就抓來吃，真是髒。
一把米",,動詞,數/量詞,4外在活動與動作
4-74,擛手,rhagˋ shiuˊ ,招手,遠遠就看着佢擛手。,遠遠就看到他招手。,,動詞,,4外在活動與動作
4-75,掞,rham+ ,撒、上下抖動,"掞石灰
佢一緊張，就緊掞腳。","撒石灰
他一緊張，腳就不停上下抖動。",,動詞,,4外在活動與動作
4-76,閹,rhamˋ ,閹割,閹雞仔,閹割雄雞,,動詞,,4外在活動與動作
4-77,醃生,rhamˋ sangˋ ,醃漬,竻瓜醃生脆脆已好食。,小黃瓜醃得脆脆的很好吃。,,動詞,,4外在活動與動作
4-78,影着,rhangˊ doˊ ,無意中看到,頭先有影着一個人行啊過。,剛才無意中有看到一個人走過去。,,動詞,,4外在活動與動作
4-79,搖,rhau,擺動、晃動,"吊橋恁搖，試着當得人驚。
𠊎个牙齒搖搖，怕係愛㪐忒咧！","吊橋晃動得這麼厲害，覺得很可怕。
我的牙齒搖搖的，恐怕是要掉牙了！",,動詞,,4外在活動與動作
4-80,接近,ziab kiun+,接近,瓦斯爐頂炙等滾水，毋好分細人仔接近。,瓦斯爐上燒著開水，不要讓小孩子接近。,,動詞,,4外在活動與動作
4-81,接觸,ziab chug,接觸,大家愛多接觸大自然。,大家要多接觸大自然。,,動詞,,4外在活動與動作
4-82,蘸,ziamˊ ,沾,蘸豆油。,沾醬油。,,動詞,,4外在活動與動作
4-83,揤,zid,用手指或棍棒等擠壓,揤覆菜。,擠裝福菜。,,動詞,,4外在活動與動作
4-84,剪,zienˊ ,剪,"剪開來
剪頭那毛","剪開來
剪頭髮",,動詞,,4外在活動與動作
4-85,唚,zimˋ ,親；吻,"唚嘴
相唚","親嘴
互相親吻",,動詞,,4外在活動與動作
4-86,刻,kad,雕刻；斥責,"刻樹仔。
刻臭頭。","雕刻木頭。
嚴厲斥責。",,動詞,,4外在活動與動作
4-87,揢,kagˋ ,緊握、抓緊,揢拳頭嫲。,握緊拳頭。,,動詞,數/量詞,4外在活動與動作
4-88,烤,kauˊ ,烤,烤肉,烤肉,,動詞,,4外在活動與動作
4-89,擎走,kia zeu ˊ ,拿走,𠊎个掃把放這，麼人摎𠊎擎走咧？,我的掃把放在這，誰給我拿走了？,,動詞,,4外在活動與動作
4-90,蹶,kiedˋ ,攀爬,"蹶崎仔。
蹶往上，再過十分鐘就到咧。","爬坡。
往上攀登，再十分鐘就到了。",,動詞,,4外在活動與動作
4-91,箍,kieuˋ ,圈起來；圓狀物，如一塊錢稱一箍,"讀書愛摎重點箍起來，正會較記得。
桶箍。
五百箍。","讀書要把重點圈起來，才會比較記得住。
桶子外圍的鐵圈。
五百元。",,動詞,數/量詞,4外在活動與動作
4-92,撳,kim+,按、手用力向下擠壓,"大力撳。
佢个手緊出血，你摎佢撳等。","大力按。
他的手一直出血，你幫他按住。",,動詞,,4外在活動與動作
4-93,捆, kunˊ ,捆,樵無捆好，愛仰般擎？,柴沒捆好，要怎樣拿？,,動詞,,4外在活動與動作
4-94,扐,ledˋ ,搬、抱,"扐一粒大石頭來矺鹹菜
扐肥料、扐毋贏","搬一顆大石頭來壓鹹菜
搬肥料、搬不動",,動詞,,4外在活動與動作
4-95,摟,leu,掏取,𠊎在衫袋肚摟着兩百個銀。,我在衣服口袋裡掏到兩百元。,,動詞,,4外在活動與動作
4-96,尞涼,liau+ liong,乘涼,熱天時節，恁多老人家在伯公下尞涼。,夏天時，很多老人家在土地公廟旁乘涼。,,動詞,,4外在活動與動作
4-97,鐐,liauˋ ,炒、翻；鏟起,差毋多咧，摎菜鐐起來。,差不多了，把菜鏟起來。,,動詞,,4外在活動與動作
4-98,捩, lid,旋轉、轉動,"捩一圈
捩轉來","轉一圈
轉過來",,動詞,,4外在活動與動作
4-99,捩捩轉,lid lid zhonˊ ,團團轉,無閒到捩捩轉,忙得團團轉,,動詞,,4外在活動與動作
4-100,哯,lienˇ ,吐出來,"樹乳糖哯到衛生紙，正包起來擲忒。
食甘蔗愛哯粕。","口香糖吐到衛生紙上，再包起來丟掉。
吃甘蔗要吐渣。",,動詞,,4外在活動與動作
4-101,淋,lim,淋、澆,去菜園淋菜,去菜園澆菜,,動詞,,4外在活動與動作
4-102,摎,lauˋ ,摻入、混勻,食米篩目摎糖水，已合嘴。,吃米苔目摻糖水，很對味。,,動詞,,4外在活動與動作
4-103,落嘴,logˋ zhoiˇ ,入嘴,嬰兒仔拿着麼个就落嘴。,嬰兒拿到什麼都往嘴裡放。,,動詞,,4外在活動與動作
4-104,絡食,logˋ shidˋ ,覓食；後引申為討生活,無頭路愛仰般絡食。,沒有工作要怎麼討生活。,,動詞,,4外在活動與動作
4-105,鑪, luˇ ,摩擦,"鑪溜皮
好好一雙鞋，鑪到疤疤。","擦破皮
好好一雙鞋，摩擦到都是疤痕。",,動詞,,4外在活動與動作
4-106,摝,lug,攪動,"摝糖水
摝杯牛乳食","攪動糖水
泡杯牛奶喝",,動詞,,4外在活動與動作
4-107,抹,mad,塗,抹平來。,塗平。,,動詞,,4外在活動與動作
4-108,埋,mai,埋,埋起來,埋起來,,動詞,,4外在活動與動作
4-109,搣,med,弄,"係講毋會，就毋好亂搣。
好好一隻人公仔，分佢搣到壞壞。","如果不會，就不要亂弄。
好好一個人偶，被他弄壞。",,動詞,,4外在活動與動作
4-110,舞到,muˊ doˇ ,弄得、弄到,衫褲舞到屙屙糟糟。,衣服弄得髒兮兮的。,,動詞,,4外在活動與動作
4-111,躪,nangˇ ,踩踏,毋堵好躪着人，愛會失禮。,不小心踩到別人，要道歉。,,動詞,,4外在活動與動作
4-112,捏,ned,捏,"捏嘴角
捏人當痛","捏嘴角
捏人很痛",,動詞,,4外在活動與動作
4-113,撓,neuˋ ,搔癢,"毋好緊撓人
阿姆腳底毋驚撓。","不要一直搔別人癢。
媽媽腳底板不怕癢。",,動詞,,4外在活動與動作
4-114,齧,ngad,咬,這梨仔分老鼠齧一口。,這梨子被老鼠咬一口。,,動詞,,4外在活動與動作
4-115,念,ngiam+,叨念；誦讀,"阿姊半夜正轉，阿姆念毋會煞。
念三字經。","姊姊半夜才回家，媽媽叨念不停。
朗讀三字經。",,動詞,,4外在活動與動作
4-116,入,ngibˋ ,入；裝入,"無帶着鎖匙，毋得門入。
菜脯晒到燥水咧，愛入到玻璃盎仔肚保存。","沒帶鑰匙，進不了門。
蘿蔔乾晒乾了，要裝進玻璃瓶裡保存。",,動詞,,4外在活動與動作
4-117,揉,ngioˋ ,搓揉,"揉到皺皺
揉爛忒","搓揉到皺皺的
揉爛了",,動詞,,4外在活動與動作
4-118,挼,no,搓捏；藉著他物摩擦，使物品光滑或銳利,"挼粄圓
挼刀仔","搓湯圓
磨刀",,動詞,,4外在活動與動作
4-119,蠕蠕動,nug nug tungˋ ,蠕動,老弟坐毋核，緊蠕蠕動。,弟弟坐不住，一直蠕動。,,動詞,,4外在活動與動作
4-120,弄,nung+,把玩,弄細人仔。,逗弄小孩子。,,名詞,動詞,4外在活動與動作
4-121,安,onˋ ,安裝；設置；定名,"安冷氣
安名仔","安裝冷氣
取名字",,動詞,,4外在活動與動作
4-122,安排,onˋ pai,安排,安排到盡妥當,安排得很妥當,,動詞,,4外在活動與動作
4-123,划,pa ,划、撥進來,"划龍船
","划龍船
",,動詞,,4外在活動與動作
4-124,拔,padˋ ,輕輕拍打,"天時恁好，被骨拿去外背拔拔啊。
拔塵灰。
在眠帳裡肚拔蚊仔。","天氣那麼好，棉被拿去外面拍一拍。
拍灰塵。
在蚊帳裡打蚊子。",,動詞,,4外在活動與動作
4-125,撥,pad ,搧,遽來𢯭撥火,快來幫忙搧火,,動詞,,4外在活動與動作
4-126,潑水,pad shuiˊ ,將水潑出去,潑水潑到滿地泥,潑水潑到滿地都是,,動詞,,4外在活動與動作
4-127,刨,pau,刨,"刨菜頭皮、刨菜瓜
刨樹枋","刨蘿蔔皮、刨菜瓜
刨木板",,動詞,,4外在活動與動作
4-128,破,poˇ ,剖分,"西瓜對半破
破樵","西瓜對半剖分
對半砍木柴",,動詞,,4外在活動與動作
4-129,碰門,pongˋ mun ,用力敲門,麼人在該碰門?,誰在那裡用力敲門？,,動詞,,4外在活動與動作
4-130,撒,saˊ ,撒,撒兜仔鹽,撒一點鹽,,動詞,,4外在活動與動作
4-131,徙,saiˊ ,搬遷,"徙走
貓徙竇","搬走
母貓生小貓後，若是發現環境對小貓有危險就馬上將小貓銜至較安全處；用以比喻一個人在生活或工作上不甚穩定，常有調動。",,動詞,,4外在活動與動作
4-132,閃,shamˊ ,閃、躲避、避讓,"閃開
相閃車","閃開
會車",,動詞,,4外在活動與動作
4-133,洗盪,seˊ tongˋ ,清洗,頭擺當多人用圳溝水洗盪。,從前很多人用圳溝水清洗東西。,,動詞,,4外在活動與動作
4-134,舐,sheˋ ,舔,舐淨來,舔乾淨,,動詞,,4外在活動與動作
4-135,食毒,shidˋ tugˋ ,吸毒,好个毋學，學人食毒！,好的不學，學別人吸毒！,,動詞,,4外在活動與動作
4-136,傷害,shongˋ hoi+,傷害,這件事對佢傷害當大。,這件事對他傷害很大。,,動詞,,4外在活動與動作
4-137,𢱤,sungˊ ,用手推,"𢱤車仔。
佢當無責任，輒輒摎事𢱤分別人做。","推車子。
他很沒責任感，常常把工作推給別人做。",,動詞,,4外在活動與動作
